intent_market_node_id,intent,primary_audience_type,primary_audience_value,niche_type,niche_value,recipient,profession,pet,interest,theme,lifestyle,product,customization,holiday,occasion,best_rank,p25_rank,median_rank,top100_count,top500_count,top1000_count,keyword_count,distinct_keyword_count,active_months,strength_score,trend,legacy_market_node_count,example_keywords
IMN000017,unknown,interest,reading,,,,,,reading,,,blanket,date,,,955,356373.0,705319.0,0.0,0.0,1.0,3489,1177,4,33.58,declining,0,reading glasses for women | reading glasses men | reading light | reading glasses | book lights for reading at night | reading pillow | reading lights for books in bed | reading chair | progressive reading glasses for women | reading journal
IMN000018,unknown,interest,gardening,,,,,,gardening,,,sweatshirt,date,halloween,halloween,1013,349194.0,669368.0,0.0,0.0,0.0,5303,1991,4,33.36,declining,0,garden clearance deals | garden hose | 100 ft garden hose | over the garden wall | fall garden flag | pretty garden dresses | raised garden bed | pretty garden | garden tools | gardening tools
IMN000019,gift,profession,teacher,,,,teacher,,,,,blanket,date,christmas,christmas,1015,357607.75,693633.0,0.0,0.0,0.0,382,218,4,33.31,growing,0,teacher gift | teacher christmas gift | teacher gift for women | teacher gift bulk | teacher gift for christmas | teacher christmas gift bulk | christmas teacher gift | daycare teacher gift | gift for teacher | best teacher gift
IMN000020,unknown,interest,hunting,,,,,,hunting,,,blanket,photo,halloween,halloween,1048,350304.0,671805.5,0.0,0.0,0.0,5804,2216,4,33.22,declining,0,hunting essentials | kpop demon hunter costume | hunting | hunting gear | hunting deals | good will hunting | binoculars for hunting | hunting blind | hunter rain boots for women | kpop demon hunter
IMN000021,wedding,recipient,mom,,,mom,,,,,,shirt,,,wedding,1077,391095.25,690541.0,0.0,0.0,0.0,382,169,4,32.91,declining,3,mother of bride dresses | mother of the bride dresses | mother of the bride dresses for women | mother of the groom dresses | mother of the bride dress | mother of the bride pant suits | formal mother of bride dress | mother of bride dress plus size | plus size mother of the bride dresses | mother of the bride dresses tea length
IMN000022,unknown,recipient,dad,,,dad,,,,,,mug,initial,halloween,halloween,1149,357987.0,700223.0,0.0,0.0,0.0,2161,993,4,32.79,declining,2,scrub daddy sponges | scrub daddy | battery daddy | rich dad poor dad | dad i want to hear your story | father brown | founding father costume | dad | dont wake daddy board game | scrub daddy holder
IMN000023,unknown,profession,accountant,,,,accountant,,,,,ornament,,,,1799,151859.0,602158.0,0.0,0.0,0.0,49,17,4,32.4,declining,0,the accountant 2 | the accountant | accountant | accountant 2 | the accountant 2 movie 2025 | the accountant 2 dvd | the accountant to | accountant 1 | fred the vampire accountant | the accountant 2 blu ray
IMN000024,unknown,profession,police officer,,,,police officer,,,,,ornament,,halloween,halloween,1300,337822.0,660898.0,0.0,0.0,0.0,1674,821,4,32.37,declining,0,police costume women | cop costume women | police costume for kids | cop costume | police officer costume for boys | police badge | police officer costume for girls | sexy cop costume woman | police costume | police vest
IMN000025,apparel,recipient,boy,,,boy,,,,,,shirt,date,halloween,halloween,1323,382625.0,709008.0,0.0,0.0,0.0,5649,2168,4,32.08,declining,2,baby boy clothes | toddler boy clothes | boys clothes | 2t boys clothes | newborn boy clothes | boys long sleeve shirt | baby clothes boy | 4t boys clothes | 3t boy clothes | 18 months boy clothes
IMN000026,unknown,recipient,girl,theme,american,girl,,,,american,,,date,halloween,christmas,1295,448907.0,770080.0,0.0,0.0,0.0,457,203,4,31.89,growing,0,american girl dolls | american girl doll accessories | american girl doll | american girl | american girl truly me 18 inch doll 100 | american girl doll furniture | american girl doll stuff | american girl books | american girl doll american girl | american girl doll bed
IMN000027,apparel,recipient,girl,,,girl,,,,,,shirt,date,halloween,halloween,1586,361064.0,697096.0,0.0,0.0,0.0,5647,2141,4,31.41,declining,0,baby girl clothes | girls clothes | toddler girl clothes | newborn girl clothes | teen girl clothes | dress up clothes for girls 4 6 | girls long sleeve shirt | 3t girl clothes | baby clothes for girls | dress up clothes for girls 3 4
IMN000028,unknown,interest,gaming,theme,retro,,,,gaming,retro,,,,,,1670,366615.25,645032.0,0.0,0.0,0.0,100,56,4,31.17,growing,0,retro gaming console | retro gaming console handheld | retro gaming | retro gaming stick | retro gamer pro | retro gaming stick 40000 games 4k | retro video games | boltz retro gaming console | retro gaming handheld | all in one retro gaming system
IMN000029,unknown,interest,reading,lifestyle,book lover,,,,reading,,book lover,mug,photo,,,1881,313904.5,674459.0,0.0,0.0,0.0,1398,446,4,30.94,declining,0,sd card reader | sd card reader for iphone | square card reader | sd card reader usb c | micro sd card reader | kindle reader | cac reader | dear reader tate james | card reader | code reader for cars and trucks
IMN000030,gift,recipient,grandpa,,,grandpa,,,,,,blanket,,christmas,christmas,2236,289760.25,619328.0,0.0,0.0,0.0,124,63,4,30.35,growing,0,grandpa gift | gift for grandpa | grandpa christmas gift | christmas gift for grandpa | best grandpa gift | great grandpa gift | grandfather gift | grandpa birthday gift | cool grandpa gift | grandpa gift for christmas
IMN000031,gift,recipient,wife,,,wife,,,,,,,date,christmas,christmas,2513,246038.0,601205.0,0.0,0.0,0.0,311,147,4,30.15,growing,0,gift for wife | wife christmas gift ideas | christmas gift for wife | wife gift | practical gift for wife | gift for wife christmas | cool presents for wife | the best wife gift | wife christmas gift | wife birthday gift ideas
IMN000032,gift,interest,hunting,,,,,,hunting,,,,,christmas,christmas,2648,235334.0,590775.5,0.0,0.0,0.0,78,35,4,30.0,stable,0,demon hunter gift | hunting gift for men | hunting gift | gift for hunter who has everything | mens hunting gift | hunter gift | hunter gift for men | duck hunting gift | duck hunter gift | duck hunting gift for men
IMN000033,unknown,interest,fishing,,,,,,fishing,,,ornament,photo,,,2202,371043.0,701225.0,0.0,0.0,0.0,4717,1815,4,29.98,growing,0,fishing | fishing gear | fishing line | fishing advent calendar 2025 | fishing lures | fishing rod | fishing backpack | braided fishing line | fishing pole | fishing net
IMN000034,gift,recipient,husband,,,husband,,,,,,ornament,date,christmas,christmas,2778,237662.0,594138.0,0.0,0.0,0.0,357,150,4,29.78,growing,1,gift for husband | husband gift | gift for husband christmas | husband christmas gift | christmas gift for husband | gift for him husband | unique presents for husband | husband gift from wife | husband christmas gift from wife | husband birthday gift
IMN000035,gift,pet,dog,,,,,dog,,,,,,christmas,christmas,2843,344085.0,682685.0,0.0,0.0,0.0,389,193,4,29.04,growing,0,dog christmas gift | dog gift | gift for dogs | weiner dog gift for women | christmas gift for dogs | dog gift for large dogs | dog gift for small dogs | loss of dog sympathy gift | dog gift for medium dogs | dog gift for women
IMN000036,personalized,pet,dog,,,,,dog,,,,shirt,name,halloween,halloween,3197,355192.0,704320.0,0.0,0.0,0.0,377,153,4,28.49,declining,0,dog tags personalized | dog tags personalized for pets | personalized dog collars | dog name tags personalized | dog custom halloween | personalized dog tags | custom dog collar | custom dog tags | personalized dog collar | dog id tags personalized
IMN000037,apparel,profession,chef,,,,chef,,,,,shirt,,,,3657,259822.25,644045.0,0.0,0.0,0.0,160,74,4,28.47,declining,0,chef hat | chef hat and apron | chef hats for men | chef hats for women | chef hats | chef shirt | kids chef hat and apron | white chef hat | chef hat costume | red chef hat
IMN000038,christmas,pet,dog,,,,,dog,,,,sweatshirt,photo,christmas,christmas,3294,335850.0,701758.0,0.0,0.0,0.0,1065,585,4,28.46,growing,0,dog christmas sweater | dog christmas outfit | christmas dog collar | christmas dog toys | dog christmas pajamas | christmas dog treats | dog stockings christmas | dog christmas stocking | dog christmas bandana | dog christmas
IMN000039,christmas,recipient,girl,,,girl,,,,,,sweatshirt,date,christmas,christmas,3240,404375.25,772226.5,0.0,0.0,0.0,1718,930,4,28.2,growing,0,girls christmas dress | girls christmas pajamas | christmas dresses for girls | girls christmas sweater | girls christmas outfit | my first christmas baby girl outfit | christmas outfits for girls | baby girl christmas outfit | babys first christmas ornament 2025 girl | girls ugly christmas sweater
IMN000040,unknown,profession,nurse,,,,nurse,,,,,ornament,name,halloween,halloween,3830,332747.75,650476.0,0.0,0.0,0.0,1230,485,4,27.84,growing,0,nurse costume | nurse essentials | nurse costume woman | nurse jackie | silent hill nurse costume | nurse badge reel | nurse bag | sexy nurse costume outfit for women | nurse shoes | nurse
IMN000041,unknown,recipient,husband,,,husband,,,,,,ornament,date,valentine,valentine's day,3899,362419.5,708048.0,0.0,0.0,0.0,2486,909,4,27.61,declining,1,mr clean magic erasers | mr beast toys | mr potato head | mr beast | marry my husband | mr pen | mr clean | husband stocking stuffers | mr beast lab | mr sketch scented markers
IMN000042,christmas,recipient,boy,,,boy,,,,,,sweatshirt,date,christmas,christmas,3723,412941.0,759947.0,0.0,0.0,0.0,1101,619,4,27.58,growing,2,boys christmas pajamas | boys christmas sweater | babys first christmas ornament 2025 boy | boys christmas shirt | my first christmas baby boy outfit | boys ugly christmas sweater | baby boy christmas outfit | toddler boy christmas outfit | boys christmas outfit | christmas shirt for boys
IMN000043,apparel,pet,dog,,,,,dog,,,,hoodie,date,thanksgiving,thanksgiving,4162,365118.0,683834.0,0.0,0.0,0.0,903,355,4,27.32,growing,0,dog clothes | dog hoodie | dog clothes for small dogs | thunder shirt for dogs anxiety | dog sweatshirt | dog apparel accessories | dog santa hat | dog shirt | dog clothes for large dogs | dog hat
IMN000044,unknown,recipient,mom,,,mom,,,,,,blanket,photo,halloween,halloween,4469,356077.0,678545.0,0.0,0.0,0.0,4113,1727,4,27.07,declining,3,frida mom postpartum | scrub mommy | mom | mom i want to hear your story | stocking stuffers for mom | mama bear oasis neuropathy cream | frida mom | homecoming mum supplies | new mom care package | frida mom disposable underwear
IMN000045,gift,profession,nurse,,,,nurse,,,,,ornament,,christmas,christmas,5255,265003.5,627468.0,0.0,0.0,0.0,134,60,4,26.9,growing,0,nurse gift | nurse gift for women | nurse practitioner gift for women | nurse practitioner gift | rn gift for nurses | nurse christmas gift | nurse gift bulk | school nurse gift | labor and delivery nurse gift | nurse graduation gift
IMN000046,unknown,recipient,wife,,,wife,,,,,,mug,initial,valentine,christmas,4870,336217.0,645468.0,0.0,0.0,0.0,2175,868,4,26.81,declining,0,mrs meyers hand soap | stocking stuffers for wife | mr and mrs smith | mrs meyers multi surface cleaner | marvelous mrs maisel | the bishop's wife 1947 | mrs claus costume for women | mrs meyers dish soap | the good wife | wife stocking stuffers
IMN000047,gift,pet,cat,,,,,cat,,,,,,christmas,christmas,5328,308695.5,588691.0,0.0,0.0,0.0,211,105,4,26.58,growing,0,gift for people who love cats | cat gift | cat gift for women | cat christmas gift | gift for cats | black cat gift | cat themed gift | cat themed gift for women | orange cat gift | christmas gift for cats
IMN000048,unknown,profession,teacher,,,,teacher,,,,,ornament,date,halloween,halloween,5532,300464.25,618664.5,0.0,0.0,0.0,1172,504,4,26.47,declining,0,teacher outfits for women | teacher lanyard | teacher supplies | teacher deals | teacher shoes | teacher dresses | teacher bag | teacher planner | teacher outfits | teacher planner 2025 2026
IMN000049,apparel,recipient,girl,theme,american,girl,,,,american,,,,,,7033,227638.0,834935.0,0.0,0.0,0.0,39,18,4,25.94,growing,0,american girl doll clothes | american girl clothes | american girl dolls clothes | american girl doll clothes 18 inch | american girl doll clothes and accessories | american girl doll winter clothes | clothes for american girl dolls | american girl clothes 18 inch | american girl doll clothes storage | american girl doll clothing
IMN000050,gift,interest,fishing,,,,,,fishing,,,,,christmas,christmas,6082,352865.0,655740.0,0.0,0.0,0.0,65,38,4,25.78,growing,0,fishing gift for men | fishing gift | gift for fishing lovers | mens fishing gift | fly fishing gift | fishing gift for women | fishing gift for men unique | ice fishing gift | fishing christmas gift | fly fishing gift for men
IMN000051,christmas,interest,gardening,,,,,,gardening,,,ornament,,christmas,christmas,6131,351407.0,874916.5,0.0,0.0,0.0,88,55,4,25.76,growing,0,christmas garden flag | christmas garden flags for outside | christmas solar kettle lights garden lawn decorative lights | christmas garden flags | garden flag christmas | merry christmas garden flag | christmas garden flags 12x18 double sided | christmas garden stakes | garden flags christmas | christmas solar kettle lights garden
IMN000052,gift,interest,gaming,,,,,,gaming,,,,,christmas,christmas,6253,371431.75,689193.5,0.0,0.0,0.0,92,51,4,25.58,growing,0,gamer gift | gamer gift for men | gaming gift | gaming gift for men | cool gift for gamer guys | pc gamer gift | gift for gamer | cool gift for gamer men | gift for men gamer | gaming gift cards
IMN000053,christmas,pet,cat,,,,,cat,,,,sweatshirt,,christmas,christmas,6711,313764.25,618371.5,0.0,0.0,0.0,748,386,4,25.57,growing,0,cat christmas tree | cat christmas sweater | christmas cat tree | christmas cat collar | christmas cat toys | cat stockings christmas | cat christmas stocking | cat christmas outfit | christmas tree cat blocker | cat ornament for christmas tree
IMN000054,decor,interest,soccer,,,,,,soccer,,,poster,,,,7291,273553.5,475389.0,0.0,0.0,0.0,183,78,4,25.47,declining,0,football party decorations | football decor | football decorations | soccer party decorations | football decorations for party | college football decor | football decorations for home | football themed party decorations | soccer poster | football trunk or treat car decorations kit
IMN000055,unknown,recipient,girl,theme,floral,girl,,,,floral,,,,,,6422,381541.75,716221.0,0.0,0.0,0.0,338,130,4,25.42,declining,0,flower girl dress | flower girl basket | flower girl dresses | flower girl shoes | flower girl hair accessory | flower girl proposal | flower girl baskets | flower girl | flower girl headband | white flower girl dress
IMN000056,gift,interest,gardening,,,,,,gardening,,,,,,,7527,271099.0,602158.0,0.0,0.0,0.0,105,52,4,25.35,growing,0,olive garden gift card | gardening gift | gardening gift for women | garden gift | plant lover gift | plant lover gift for women | gardening gift for men | garden gift women | gardener gift women | gardener gift
IMN000057,unknown,profession,firefighter,,,,firefighter,,,,,ornament,,halloween,halloween,6783,407434.25,701758.0,0.0,0.0,0.0,512,281,4,25.07,declining,0,firefighter costume women | firefighter costume men | firefighter costume for kids | firefighter costume | fire fighter costume for men | toddler firefighter costume | fire fighter costume women | fire fighter costume for boys | fireman costume for boys | fireman costume for men
IMN000058,apparel,profession,truck driver,,,,truck driver,,,,,shirt,,halloween,halloween,7307,361279.0,689355.0,0.0,0.0,0.0,325,123,4,24.97,declining,0,trucker hat | trucker hats women | richardson 112 trucker hat | trucker hat men | trucker hats | womens trucker hat | red trucker hat | mens trucker hats | black trucker hat | trucker hats bulk
IMN000059,apparel,recipient,mom,,,mom,,,,,,sweatshirt,,halloween,halloween,7388,353945.75,654955.5,0.0,0.0,0.0,362,158,4,24.96,growing,3,mama sweatshirt | mama shirt | mom sweatshirt | im my mother in laws favorite child shirt | cheer mom shirt | baseball mom shirt | rich mom aesthetic clothes | mom shirt | mom halloween shirt | volleyball mom shirt
IMN000060,gift,interest,pickleball,,,,,,pickleball,,,,,christmas,christmas,10568,150848.0,541169.0,0.0,0.0,0.0,35,14,4,24.95,growing,0,pickleball gift | pickleball gift for women | pickleball gift for men | cool gift for pickleball players | gift for pickleball lovers | pickleball ball gift | pickleball accessories gift | pickleball gift for women unique | pickleball gift ideas | gift for people who play pickleball
IMN000061,gift,interest,coffee,,,,,,coffee,,,mug,,christmas,christmas,7133,391294.25,773035.0,0.0,0.0,0.0,182,110,4,24.93,growing,0,coffee gift | espresso martini gift | coffee gift set | coffee gift basket | coffee gift for women | coffee sampler gift set | coffee gift for men | coffee drinkers gift ideas | gourmet coffee gift set | coffee accessories gift
IMN000062,apparel,profession,teacher,,,,teacher,,,,,shirt,,halloween,halloween,7592,379280.25,651960.0,0.0,0.0,0.0,270,123,4,24.72,declining,0,teacher shirt | teacher clothes | teacher halloween shirt | halloween teacher shirt | teacher shirt for women | fall teacher shirt | plus size teacher clothes | teacher sweatshirt | thanksgiving teacher shirt | 67 teacher shirt
IMN000063,unknown,recipient,son,,,son,,,,,,blanket,,christmas,christmas,7864,386732.5,658101.0,0.0,0.0,0.0,435,190,4,24.54,declining,0,the son | son | the good son | son in law | a mother's son | golden son | 38 letters from rockefeller to his son | to my son | sanford and son | mussolini son of the century
IMN000064,apparel,pet,cat,,,,,cat,,,,shirt,,halloween,halloween,8407,334856.25,658697.0,0.0,0.0,0.0,560,244,4,24.51,growing,0,cat in the hat costume | cat clothes | cat in the hat costume adult | the cat in the hat | cat in the hat | cat shirt | cat hoodie | cat hat | cat in the hat hat | cat shirt for women
IMN000065,gift,recipient,dog mom,lifestyle,dog lover,dog mom,,,,,dog lover,,,christmas,christmas,14161,96775.0,293386.0,0.0,0.0,0.0,17,7,4,24.49,growing,0,dog mom gift for women | dog mom gift | gift for dog mom | best dog mom gift | dog mom christmas gift | dog mom gift set | personalized dog mom gift
IMN000066,gift,interest,reading,lifestyle,book lover,,,,reading,,book lover,,,,,10421,207382.0,564758.0,0.0,0.0,0.0,73,26,4,24.45,growing,0,book lover gift for women | book lover gift | unique gift for book lover | book reader gift | reader gift | gift for book lover women | book reader gift women | bookworm gift | gift for book lover | reader gift for women
IMN000067,unknown,recipient,boy,interest,soccer,boy,,,soccer,,,blanket,,halloween,halloween,8395,362448.25,613452.0,0.0,0.0,0.0,484,235,4,24.38,declining,1,soccer cleats boys | boys soccer cleats | boys soccer socks | boys football cleats | football cleats boys | soccer shoes for boys | soccer socks boys | soccer bags for boys | boys soccer shorts | soccer shorts boys
IMN000068,unknown,recipient,girl,lifestyle,cowgirl,girl,,,,,cowgirl,,,halloween,halloween,9403,314920.0,585166.0,0.0,0.0,0.0,125,56,4,24.15,declining,0,cowgirl costume for girls | cowgirl boots for girls | girls cowgirl boots | cowgirl outfits for girls | girls cowgirl costume | cowgirl halloween costumes for girls | girls cowgirl outfit | barbie cowgirl costume for girls | toddler girl cowgirl boots | cowgirl vest for girls
IMN000069,gift,pet,cat,lifestyle,cat lover,,,cat,,,cat lover,,,christmas,christmas,13410,153189.25,423587.0,0.0,0.0,0.0,72,27,4,23.91,growing,0,gift for cat lovers | cat lover gift for women | cat lover gift | cat gift for cat lovers | gift for cat lovers for women | cat lovers gift for women | cat lovers gift | gift for cat lover | cat lover gift for men | fun cat lover gift
IMN000070,gift,profession,chef,,,,chef,,,,,,,christmas,christmas,10245,363673.0,762700.0,0.0,0.0,0.0,65,37,4,23.53,growing,0,gift for people who love to cook | chef gift | chef gift for men | gift for people who like to cook | gift for men who cook | gift for a chef | gift for chef | gift for men who like to cook | cool gift for men who like to cook | chef gift for women
IMN000071,decor,interest,gardening,,,,,,gardening,,,poster,,halloween,halloween,10732,327099.5,656815.0,0.0,0.0,0.0,120,51,4,23.52,growing,0,garden decor | garden decor for outside | solar watering can with cascading lights outdoor garden decor | solar garden decor | outdoor garden decor | garden decorations | fall garden decor | garden decorations outdoor | garden party decorations | halloween garden decor
IMN000072,anniversary,recipient,husband,,,husband,,,,,,,,,anniversary,16207,129058.0,383082.0,0.0,0.0,0.0,23,7,4,23.42,declining,1,anniversary card to husband | anniversary card for husband | anniversary cards for husband | husband anniversary card | happy anniversary cards for husband | anniversary card husband | husband anniversary card from wife
IMN000073,decor,recipient,girl,,,girl,,,,,,poster,date,halloween,halloween,10826,355450.75,664835.0,0.0,0.0,0.0,836,276,4,23.34,growing,0,room decor for teen girls | girls room decor | teen girl room decor | girls bedroom decor | girl room decor | baby shower decorations for girl | room decor for girls | girl baby shower decorations | tv girl poster | baby girl nursery decor
IMN000074,decor,interest,coffee,,,,,,coffee,,,poster,,halloween,halloween,11241,370702.0,611628.0,0.0,0.0,0.0,189,61,4,23.11,declining,0,coffee table decor | coffee bar decor | coffee bar sign | coffee decor | coffee sign | coffee table decor for living room | fall coffee table decor | espresso martini decor | coffee signs for coffee station | coffee station decor
IMN000075,birthday,pet,dog,,,,,dog,,,,shirt,,,birthday,11398,365309.25,626365.0,0.0,0.0,0.0,192,59,4,23.07,declining,0,dog birthday | dog birthday cake | dog birthday hat | dog birthday decorations | dog birthday bandana | dog birthday toy | dog birthday treats | dog birthday toys | birthday dog toy | dog themed birthday party decorations
IMN000076,unknown,recipient,grandma,,,grandma,,,,,,sweatshirt,photo,halloween,halloween,11271,385598.0,701993.0,0.0,0.0,0.0,1108,574,4,23.02,growing,1,grandma | granny pants yard game | granny smith apples | grandma costume | grandma got run over by a reindeer | coastal grandma sweater | nana | grandma wig | nana manga | grandma mug
IMN000077,unknown,interest,coffee,theme,funny,,,,coffee,funny,,mug,,,,14275,221429.0,550870.0,0.0,0.0,0.0,63,25,4,23.0,growing,0,funny coffee mug | funny coffee mug for women | funny coffee mug for men | coffee mug funny | funny coffee cups | funny coffee mug for adults | funny coffee tumbler | sarcastic coffee mug | funny coffee cup | funny coffee table books
IMN000078,gift,interest,soccer,,,,,,soccer,,,,,christmas,christmas,11357,413050.25,711008.0,0.0,0.0,0.0,204,95,4,22.87,growing,0,soccer gift | football gift | soccer gift bags | football coach gift | soccer coach gift | football gift bags | soccer gift for men | football gift for men | fantasy football gift | soccer team gift
IMN000079,apparel,recipient,grandma,,,grandma,,,,,,sweatshirt,,halloween,halloween,13048,296738.5,645669.0,0.0,0.0,0.0,140,57,4,22.87,growing,1,grandma sweatshirt | nana sweatshirt | grandma shirt | nana shirt | coastal grandma clothes | grammy sweatshirt | nana sweatshirt for women | great grandma sweatshirt | grandma shirt for women | great grandma shirt
IMN000080,unknown,recipient,grandpa,,,grandpa,,,,,,mug,photo,halloween,halloween,12323,408834.0,755224.0,0.0,0.0,0.0,297,158,4,22.55,declining,0,grandpa gus mouse repellent pouches | grandpa | grandpa gus | grandpa mug | grandpa sweater | grandfather clock | grandpa gus mouse repellent | tree grandpa toddler rain boots | dirty grandpa | grandpa i want to hear your story
IMN000081,gift,recipient,daughter,,,daughter,,,,,,,,christmas,christmas,14014,326100.0,641000.0,0.0,0.0,0.0,199,87,4,22.4,growing,0,daughter in law gift | gift for daughter | daughter gift | gift for daughter in law | bonus daughter gift | gift for adult daughter | daughter in law christmas gift | daughter birthday gift | christmas gift for daughter | daughter christmas gift
IMN000082,apparel,recipient,daughter,,,daughter,,,,,,shirt,,,,17322,200174.0,414082.0,0.0,0.0,0.0,37,18,4,22.36,growing,0,awesome like my daughter shirt | favorite daughter sweatshirt | awesome like my youngest daughter shirt | favorite daughter hat | favorite daughter shirt | eldest daughter shirt | my daughter and i talk about you shirt | awesome like my oldest daughter shirt | i love my daughter shirt | awesome like my daughter hat
IMN000083,apparel,profession,firefighter,,,,firefighter,,,,,shirt,,,,12949,409259.5,630319.0,0.0,0.0,0.0,67,43,4,22.33,declining,0,firefighter hat | fire fighter hat | firefighter hat adult | fireman hat | firefighter shirt | fireman hat adult | fire fighter hat adult | adult firefighter hat | firefighter hat men | fire fighter shirt
